ticket_id,ticket_text,category,priority,department,sentiment,root_cause,resolution_steps,ticket_status,created_at,resolved_at,recommended_action
TKT-4599,"General inquiry about upcoming system maintenance schedule. I have a workaround but it's slowing me down. I've raised this issue 3 times already, very disappointed.",General IT,Medium,Service Desk,Frustrated,BYOD policy document not easily discoverable on intranet,"Walked user through laptop setup: Wi-Fi, VPN, email, Teams, and printer. Provided setup checklist document.",Closed,18-05-2026 07:12,18-05-2026 16:12,"Assign to Service Desk — Follow up with user, target 4-hour resolution"
TKT-4049,SYSTEM DOWN: Need to disable TLS 1.0 and 1.1 on all our web servers. Can't wait any longer!,Security,Critical,Security Team,Urgent,Vendor access request pending security review,Corrected GPO scope to include affected OU. Forced gpupdate. Verified USB ports blocked on test workstation.,Closed,14-05-2026 07:38,14-05-2026 09:15,IMMEDIATE ESCALATION to Security Team — Page on-call engineer
TKT-3547,Need to archive old records older than 3 years. I have a workaround but it's slowing me down. Every minute counts!,Database,Medium,DBA Team,Urgent,Replication lag causing stale data on reporting replica,Identified connection leak in application code. Fixed with try-finally block. Pool usage dropped from 100% to 30%.,Closed,23-04-2026 23:51,24-04-2026 04:33,Queue for DBA Team — Standard SLA (8 hours)
TKT-4598,How to map a network drive on my new laptop? It's causing some inconvenience but I can manage for now. Can't wait any longer!,General IT,Medium,Service Desk,Urgent,Investigation in progress,Pending — ticket assigned to engineer,Open,29-05-2026 00:19,,Queue for Service Desk — Standard SLA (8 hours)
TKT-2709,ASAP: Email signature is not appearing when sending from mobile.,Email/Communication,High,Collaboration Team,Neutral,Calendar delegate permissions misconfigured,Created distribution list via Exchange admin center. Added 25 members. Test email delivered to all.,Closed,20-05-2026 03:57,20-05-2026 06:58,Assign to Collaboration Team — Target 2-hour resolution
TKT-3151,Production database is running extremely slow since morning. Not super urgent but affecting my productivity. Thanks for always being so helpful!,Database,Medium,DBA Team,Positive,Orphaned temp tables and log files consuming disk space,Ran cleanup script to remove orphaned temp tables. Purged transaction logs older than 7 days. Freed 200GB.,Closed,18-04-2026 22:28,19-04-2026 10:14,Queue for DBA Team — Standard SLA (8 hours)
TKT-1820,"Need license renewal for our project management tool. Boss is escalating this already. This is unacceptable, I can't believe this is still broken.",Software/Application,High,Application Support,Frustrated,UAC policy blocking .exe installation from non-approved sources,Created software request in ServiceNow. Approved by manager. Deployed VS Code via SCCM. Verified installation.,Closed,03-04-2026 03:40,03-04-2026 07:18,Priority escalation to Application Support — Assign senior engineer
TKT-1715,"Browser-based ERP tool is incompatible with Chrome 120. Client demo in 1 hour, please help!",Software/Application,High,Application Support,Neutral,Java heap space configured too low in application config,Restarted CRM application server and increased DB connection pool from 50 to 150. Login working normally.,Closed,17-04-2026 01:12,17-04-2026 04:38,Assign to Application Support — Target 2-hour resolution
TKT-1653,"Excel is freezing when opening large files. Low priority, can wait until next week. Happy to provide more details if needed.",Software/Application,Low,Application Support,Neutral,Windows update overwrote Python PATH environment variable,Disabled hardware acceleration in Zoom settings. Updated GPU driver to latest version. Screen sharing stable.,Closed,24-04-2026 07:52,24-04-2026 18:40,Queue for Application Support — Respond within 24 hours
TKT-0006,"Internet connectivity is down for the whole office since 9 AM. Would appreciate if this could be fixed today. I've raised this issue 3 times already, very disappointed.",Network/VPN,Medium,Infra Team,Frustrated,Wi-Fi access point hardware failure,Expanded DHCP scope range and reduced lease time from 8 hours to 4 hours. Released stale leases.,Reopened,07-04-2026 02:43,07-04-2026 12:28,"Assign to Infra Team — Follow up with user, target 4-hour resolution"
TKT-4212,"Need to implement IP whitelisting for our admin panel. Deadline is today, really need help.",Security,High,Security Team,Neutral,USB blocking GPO not applied to the correct OU in AD,Added JWT authentication middleware to API. Deployed fix to production. Verified with Postman — 401 for unauthenticated requests.,Closed,25-04-2026 02:56,25-04-2026 06:36,Assign to Security Team — Target 2-hour resolution
TKT-3885,"Suspicious network traffic detected from a workstation on floor 3. Would appreciate if this could be fixed today. This is unacceptable, I can't believe this is still broken.",Security,Medium,Security Team,Frustrated,Phishing email bypassed spam filter due to spoofed domain,Isolated laptop from network. Ran full malware scan and removed trojan. Re-imaged machine. Restored data from backup.,Closed,31-05-2026 08:29,31-05-2026 11:53,"Assign to Security Team — Follow up with user, target 4-hour resolution"
TKT-1729,CRITICAL: The CRM application is showing error 500 on login. Let me know if you need more info.,Software/Application,Critical,Application Support,Neutral,Java heap space configured too low in application config,Increased Excel memory allocation. Enabled 64-bit mode. Tested with 500K row file — opens in 8 seconds.,Closed,22-05-2026 06:09,22-05-2026 06:25,IMMEDIATE ESCALATION to Application Support — Page on-call engineer
TKT-3808,Our SSL certificate for the customer portal expires tomorrow! Production is completely down! Every minute counts!,Security,Critical,Security Team,Urgent,New web app not included in regular vulnerability scan scope,Quarantined phishing email from all mailboxes. Added sender domain to block list. Sent awareness alert to users.,Closed,02-04-2026 23:38,03-04-2026 01:15,IMMEDIATE ESCALATION to Security Team — Page on-call engineer
TKT-4868,"How to configure out-of-office auto-reply in Outlook? Just curious about this, no hurry. Thanks in advance.",General IT,Low,Service Desk,Neutral,Time tracking system user guide not updated after recent upgrade,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Closed,22-05-2026 03:18,23-05-2026 23:54,Queue for Service Desk — Respond within 24 hours
TKT-1821,"The automated testing suite is producing false positives. All users are affected, total outage!",Software/Application,Critical,Application Support,Neutral,Zoom GPU acceleration conflicting with integrated graphics driver,Updated SAP GUI to patch 5 which fixes the memory leak. Cleared SAP cache. Tested report generation successfully.,Closed,20-04-2026 23:56,21-04-2026 01:09,IMMEDIATE ESCALATION to Application Support — Page on-call engineer
TKT-4551,"How do I set up my new laptop for the first time? No rush, whenever you get a chance.",General IT,Low,Service Desk,Neutral,Mobile device management profile not pushed to new phone,Shared BYOD policy document. Explained personal device registration process via IT portal.,Closed,09-05-2026 03:44,09-05-2026 23:00,Queue for Service Desk — Respond within 24 hours
TKT-4635,Need help organizing files on the shared drive. Please look into this when you get a chance.,General IT,Medium,Service Desk,Neutral,IT orientation not scheduled by HR for the new batch,Provided USB-C to HDMI adapter. Connected to projector. Configured display to extend mode. Working.,Reopened,11-05-2026 03:42,11-05-2026 08:48,Queue for Service Desk — Standard SLA (8 hours)
TKT-0962,"USB ports on my laptop are not working anymore. Client demo in 1 hour, please help!",Hardware,High,Desktop Support,Frustrated,Wireless mouse receiver USB port malfunction,Tested USB ports — rear port functional. Replaced wireless receiver. Updated mouse firmware to v2.1.,Closed,26-04-2026 01:41,26-04-2026 05:30,Priority escalation to Desktop Support — Assign senior engineer
TKT-4117,"Employee reported clicking on a phishing link, need investigation. This is just a general question. Let me know if you need more info.",Security,Low,Security Team,Neutral,User downloaded infected attachment from personal email,Added JWT authentication middleware to API. Deployed fix to production. Verified with Postman — 401 for unauthenticated requests.,Reopened,17-05-2026 08:15,18-05-2026 18:02,Queue for Security Team — Respond within 24 hours
TKT-1153,"Laptop won't turn on even after charging overnight. Low priority, can wait until next week. This has been going on for days and nobody has helped!",Hardware,Low,Desktop Support,Frustrated,Docking station firmware incompatible with latest OS update,Replaced keyboard with OEM part (P/N: KB-4521). Tested all keys and function keys. Working normally.,Reopened,08-05-2026 01:02,09-05-2026 08:10,Queue for Desktop Support — Respond within 24 hours
TKT-2214,Need read-only access to the finance department's reports. Can't do any work until this is resolved.,Account/Access,High,IAM Team,Neutral,NTFS permission inheritance broken on shared folder,Corrected termination date in HR system. Re-enabled AD account. Verified all group memberships restored.,Closed,15-03-2026 23:26,16-03-2026 01:07,Assign to IAM Team — Target 2-hour resolution
TKT-1076,"My laptop screen is flickering badly, can't work at all. Not super urgent but affecting my productivity. Thanks for always being so helpful!",Hardware,Medium,Desktop Support,Positive,Paper feed roller worn out from extensive use,Diagnosed motherboard failure. Replaced motherboard under warranty. Restored user data from backup.,Closed,09-04-2026 02:11,09-04-2026 08:55,Queue for Desktop Support — Standard SLA (8 hours)
TKT-2640,"Need to recover deleted emails from last week. No rush, whenever you get a chance.",Email/Communication,Low,Collaboration Team,Neutral,Shared mailbox permissions not propagated to user's profile,Reconfigured calendar delegate permissions via Exchange admin center. Calendar invites now visible.,Closed,09-04-2026 23:11,11-04-2026 11:39,Queue for Collaboration Team — Respond within 24 hours
TKT-3360,"Database disk usage is at 95%, need urgent cleanup. Would appreciate if this could be fixed today.",Database,Medium,DBA Team,Neutral,Application not releasing database connections — connection leak,Rewrote stored procedure using set-based operations. Execution time reduced from 12 minutes to 8 seconds.,Reopened,11-04-2026 01:29,11-04-2026 12:54,Queue for DBA Team — Standard SLA (8 hours)
